Customer_ID,Age,Gender,Income_Level,Transaction_Category,Transaction_Amount,Payment_Mode,Transaction_Date
CUST1393,43,Female,Medium,Entertainment,2721.4,Debit Card,2025-01-28
CUST1394,40,Female,Medium,Bills,14547.0,Debit Card,2025-01-29
CUST1395,26,Male,Medium,Entertainment,16373.93,Credit Card,2025-01-30
CUST1396,29,Male,Medium,Shopping,4348.88,UPI,2025-01-31
CUST1397,18,Female,Medium,Shopping,10166.47,Cash,2025-02-01
CUST1398,18,Male,High,Bills,16829.99,Cash,2025-02-02
CUST1399,51,Male,Medium,Bills,14682.75,UPI,2025-02-03
CUST1400,49,Male,Low,Others,10890.52,Cash,2025-02-04
CUST1401,42,Female,Low,Bills,11847.92,Debit Card,2025-02-05
CUST1402,57,Female,High,Food,10216.37,Debit Card,2025-02-06
CUST1403,18,Male,Low,Entertainment,6021.21,Cash,2025-02-07
CUST1404,33,Female,High,Bills,11343.94,Debit Card,2025-02-08
CUST1405,56,Male,Medium,Travel,13808.82,Debit Card,2025-02-09
CUST1406,22,Male,High,Others,17479.13,Cash,2025-02-10
CUST1407,39,Male,Medium,Travel,12762.2,Credit Card,2025-02-11
CUST1408,46,Male,High,Shopping,15246.32,UPI,2025-02-12
CUST1409,20,Female,Medium,Entertainment,3285.43,Debit Card,2025-02-13
CUST1410,29,Female,Medium,Bills,9284.99,Credit Card,2025-02-14
CUST1411,43,Female,Medium,Travel,285.7,Debit Card,2025-02-15
CUST1412,33,Male,Medium,Entertainment,5008.91,Debit Card,2025-02-16
CUST1413,54,Female,Medium,Shopping,14556.59,UPI,2025-02-17
CUST1414,39,Male,High,Food,19837.02,Debit Card,2025-02-18
CUST1415,46,Female,High,Others,2073.64,UPI,2025-02-19
CUST1416,31,Male,Medium,Entertainment,8089.74,UPI,2025-02-20
CUST1417,45,Male,Medium,Entertainment,16021.41,UPI,2025-02-21
CUST1418,22,Male,Medium,Food,4160.31,Credit Card,2025-02-22
CUST1419,47,Female,Medium,Entertainment,11146.19,Cash,2025-02-23
CUST1420,22,Female,Low,Shopping,14688.12,Credit Card,2025-02-24
CUST1421,29,Female,Low,Shopping,12358.11,Cash,2025-02-25
CUST1422,33,Female,Medium,Food,3841.69,Cash,2025-02-26
CUST1423,43,Male,Low,Others,7172.15,UPI,2025-02-27
CUST1424,43,Female,Low,Bills,15697.46,Debit Card,2025-02-28
CUST1425,38,Female,Low,Travel,11129.11,UPI,2025-03-01
CUST1426,56,Male,Low,Bills,204.07,Debit Card,2025-03-02
CUST1427,53,Male,Low,Entertainment,15243.72,Cash,2025-03-03
CUST1428,50,Male,High,Travel,802.7,UPI,2025-03-04
CUST1429,47,Female,Medium,Food,14940.1,Debit Card,2025-03-05
CUST1430,54,Male,Medium,Food,4129.36,Credit Card,2025-03-06
CUST1431,40,Male,Medium,Others,19165.66,Debit Card,2025-03-07
CUST1432,27,Male,Low,Travel,7422.02,UPI,2025-03-08
CUST1433,22,Female,High,Shopping,6605.94,Credit Card,2025-03-09
CUST1434,53,Male,Medium,Travel,3062.87,Debit Card,2025-03-10
CUST1435,51,Female,Low,Entertainment,6181.52,Debit Card,2025-03-11
CUST1436,48,Female,Medium,Shopping,17545.35,Debit Card,2025-03-12
CUST1437,27,Male,High,Food,19927.05,Debit Card,2025-03-13
CUST1438,36,Male,High,Travel,7429.36,Debit Card,2025-03-14
CUST1439,49,Female,Medium,Bills,9027.35,Credit Card,2025-03-15
CUST1440,18,Male,Medium,Others,14469.21,Cash,2025-03-16
CUST1441,22,Male,Low,Bills,17735.3,Credit Card,2025-03-17
CUST1442,21,Female,High,Others,11901.58,Credit Card,2025-03-18
CUST1443,33,Female,Low,Entertainment,7891.36,Credit Card,2025-03-19
CUST1444,41,Male,High,Bills,8311.17,Cash,2025-03-20
CUST1445,33,Female,Medium,Travel,13942.8,UPI,2025-03-21
CUST1446,19,Male,Medium,Travel,164.04,Cash,2025-03-22
CUST1447,45,Male,Medium,Bills,12429.83,Credit Card,2025-03-23
CUST1448,49,Male,Low,Travel,7174.31,Debit Card,2025-03-24
CUST1449,44,Female,Low,Entertainment,15904.53,Debit Card,2025-03-25
CUST1450,37,Male,Low,Shopping,1950.51,Credit Card,2025-03-26
CUST1451,41,Male,Low,Entertainment,11805.23,Debit Card,2025-03-27
CUST1452,29,Male,Medium,Others,9671.36,Credit Card,2025-03-28
CUST1453,52,Female,Medium,Entertainment,12882.28,Debit Card,2025-03-29
CUST1454,50,Female,Low,Others,1390.59,Cash,2025-03-30
CUST1455,50,Female,High,Travel,11641.68,UPI,2025-03-31
CUST1456,54,Female,High,Shopping,11273.54,UPI,2025-04-01
CUST1457,29,Female,High,Travel,11257.14,Cash,2025-04-02
CUST1458,20,Male,High,Food,12109.4,Cash,2025-04-03
CUST1459,18,Female,Low,Travel,13561.71,Credit Card,2025-04-04
CUST1460,50,Female,Medium,Others,16119.28,Credit Card,2025-04-05
CUST1461,57,Female,Medium,Travel,5469.43,Credit Card,2025-04-06
CUST1462,27,Male,Medium,Travel,16518.48,Debit Card,2025-04-07
CUST1463,46,Female,Low,Shopping,10015.29,Credit Card,2025-04-08
CUST1464,30,Female,High,Travel,1633.46,Cash,2025-04-09
CUST1465,29,Male,Low,Shopping,1265.16,UPI,2025-04-10
CUST1466,48,Female,Low,Bills,6751.34,Debit Card,2025-04-11
CUST1467,19,Male,Medium,Food,15719.45,Credit Card,2025-04-12
CUST1468,52,Male,Medium,Shopping,14182.85,Debit Card,2025-04-13
CUST1469,40,Male,Medium,Others,15793.44,Debit Card,2025-04-14
CUST1470,34,Male,Low,Bills,10393.65,Credit Card,2025-04-15
CUST1471,43,Male,High,Shopping,8859.96,Debit Card,2025-04-16
CUST1472,25,Female,Low,Shopping,3034.31,UPI,2025-04-17
CUST1473,46,Male,Low,Food,6631.04,Cash,2025-04-18
CUST1474,43,Male,High,Others,8736.99,Cash,2025-04-19
CUST1475,27,Female,High,Entertainment,1863.15,UPI,2025-04-20
CUST1476,43,Male,High,Entertainment,4490.18,Debit Card,2025-04-21
CUST1477,51,Female,High,Shopping,12004.68,Credit Card,2025-04-22
CUST1478,58,Female,Medium,Travel,14739.7,Debit Card,2025-04-23
CUST1479,24,Female,Medium,Others,19967.12,UPI,2025-04-24
CUST1480,21,Male,Low,Bills,18668.96,Debit Card,2025-04-25
CUST1481,28,Male,Medium,Travel,12887.05,Cash,2025-04-26
CUST1482,46,Male,Medium,Travel,8482.84,Debit Card,2025-04-27
CUST1483,53,Female,Low,Others,12759.93,UPI,2025-04-28
CUST1484,42,Male,Medium,Shopping,15734.47,Cash,2025-04-29
CUST1485,38,Male,Medium,Shopping,2454.89,Debit Card,2025-04-30
CUST1486,53,Male,Low,Shopping,8257.11,Debit Card,2025-05-01
CUST1487,27,Female,Low,Shopping,16812.07,Cash,2025-05-02
CUST1488,54,Female,Medium,Entertainment,7738.28,Credit Card,2025-05-03
CUST1489,26,Male,Low,Shopping,11480.26,Cash,2025-05-04
CUST1490,41,Male,High,Entertainment,11796.61,Credit Card,2025-05-05
CUST1491,52,Male,Medium,Entertainment,3771.08,UPI,2025-05-06
CUST1492,52,Male,Medium,Shopping,7308.49,UPI,2025-05-07
CUST1493,53,Female,Medium,Food,6756.77,Cash,2025-05-08
CUST1494,35,Female,High,Bills,621.31,Cash,2025-05-09
CUST1495,56,Female,Medium,Travel,581.42,UPI,2025-05-10
CUST1496,49,Female,Medium,Entertainment,16650.77,Credit Card,2025-05-11
CUST1497,41,Male,Medium,Others,5534.11,UPI,2025-05-12
CUST1498,40,Male,Low,Others,10409.77,Cash,2025-05-13
CUST1499,49,Male,High,Bills,6044.64,UPI,2025-05-14
